# ZDC LUT for HI running 2023, first pass implementation
# Scaling factor of 10000 used for double -> int conversion
#<header> V1 13 32 </header>

0 10000 # Scaling Factor
1 1659 # [index ibit=0], [index idet=0]
3583 443887181 # [index ibit=254], [index idet=13]
3584 460872003 # [index ibit=255], [index idet=13]
3585 16260 # [index ibit=0], [index idet=14]
3586 48782 # [index ibit=1], [index idet=14]
3587 81303 # [index ibit=2], [index idet=14]
3588 113825 # [index ibit=3], [index idet=14]
3589 146346 # [index ibit=4], [index idet=14]
3590 178868 # [index ibit=5], [index idet=14]
3591 211389 # [index ibit=6], [index idet=14]
3592 243909 # [index ibit=7], [index idet=14]
3593 276432 # [index ibit=8], [index idet=14]
3594 308953 # [index ibit=9], [index idet=14]
3595 341475 # [index ibit=10], [index idet=14]
3596 373996 # [index ibit=11], [index idet=14]
3597 406517 # [index ibit=12], [index idet=14]
3598 439039 # [index ibit=13], [index idet=14]
3599 471560 # [index ibit=14], [index idet=14]
3600 504081 # [index ibit=15], [index idet=14]
3601 552864 # [index ibit=16], [index idet=14]
3602 617906 # [index ibit=17], [index idet=14]
3603 682949 # [index ibit=18], [index idet=14]
3604 747992 # [index ibit=19], [index idet=14]
3605 813035 # [index ibit=20], [index idet=14]
3606 878077 # [index ibit=21], [index idet=14]
3607 943120 # [index ibit=22], [index idet=14]
3608 1008160 # [index ibit=23], [index idet=14]
3609 1073210 # [index ibit=24], [index idet=14]
3610 1138250 # [index ibit=25], [index idet=14]
3611 1203290 # [index ibit=26], [index idet=14]
3612 1268330 # [index ibit=27], [index idet=14]
3613 1333380 # [index ibit=28], [index idet=14]
3614 1398420 # [index ibit=29], [index idet=14]
3615 1463460 # [index ibit=30], [index idet=14]
3616 1528510 # [index ibit=31], [index idet=14]
3617 1593550 # [index ibit=32], [index idet=14]
3618 1658590 # [index ibit=33], [index idet=14]
3619 1723630 # [index ibit=34], [index idet=14]
3620 1788680 # [index ibit=35], [index idet=14]
3621 1886240 # [index ibit=36], [index idet=14]
3622 2016330 # [index ibit=37], [index idet=14]
3623 2146410 # [index ibit=38], [index idet=14]
3624 2276500 # [index ibit=39], [index idet=14]
3625 2406580 # [index ibit=40], [index idet=14]
3626 2536670 # [index ibit=41], [index idet=14]
3627 2666750 # [index ibit=42], [index idet=14]
3628 2796840 # [index ibit=43], [index idet=14]
3629 2926920 # [index ibit=44], [index idet=14]
3630 3057010 # [index ibit=45], [index idet=14]
3631 3187100 # [index ibit=46], [index idet=14]
3632 3317180 # [index ibit=47], [index idet=14]
3633 3447269 # [index ibit=48], [index idet=14]
3634 3577350 # [index ibit=49], [index idet=14]
3635 3707440 # [index ibit=50], [index idet=14]
3636 3837520 # [index ibit=51], [index idet=14]
3637 3967610 # [index ibit=52], [index idet=14]
3638 4097690 # [index ibit=53], [index idet=14]
3639 4227780 # [index ibit=54], [index idet=14]
3640 4357870 # [index ibit=55], [index idet=14]
3641 4487950 # [index ibit=56], [index idet=14]
3642 4683080 # [index ibit=57], [index idet=14]
3643 4943250 # [index ibit=58], [index idet=14]
3644 5203420 # [index ibit=59], [index idet=14]
3645 5463590 # [index ibit=60], [index idet=14]
3646 5723760 # [index ibit=61], [index idet=14]
3647 5983930 # [index ibit=62], [index idet=14]
3648 6244109 # [index ibit=63], [index idet=14]
3649 5686520 # [index ibit=64], [index idet=14]
3650 5943690 # [index ibit=65], [index idet=14]
3651 6200870 # [index ibit=66], [index idet=14]
3652 6458049 # [index ibit=67], [index idet=14]
3653 6715230 # [index ibit=68], [index idet=14]
3654 6972400 # [index ibit=69], [index idet=14]
3655 7229580 # [index ibit=70], [index idet=14]
3656 7486760 # [index ibit=71], [index idet=14]
3657 7743930 # [index ibit=72], [index idet=14]
3658 8001110 # [index ibit=73], [index idet=14]
3659 8258289 # [index ibit=74], [index idet=14]
3660 8515460 # [index ibit=75], [index idet=14]
3661 8772640 # [index ibit=76], [index idet=14]
3662 9029820 # [index ibit=77], [index idet=14]
3663 9286990 # [index ibit=78], [index idet=14]
3664 9544170 # [index ibit=79], [index idet=14]
3665 9929940 # [index ibit=80], [index idet=14]
3666 10444300 # [index ibit=81], [index idet=14]
3667 10958599 # [index ibit=82], [index idet=14]
3668 11473000 # [index ibit=83], [index idet=14]
3669 11987300 # [index ibit=84], [index idet=14]
3670 12501700 # [index ibit=85], [index idet=14]
3671 13016099 # [index ibit=86], [index idet=14]
3672 13530400 # [index ibit=87], [index idet=14]
3673 14044800 # [index ibit=88], [index idet=14]
3674 14559100 # [index ibit=89], [index idet=14]
3675 15073500 # [index ibit=90], [index idet=14]
3676 15587800 # [index ibit=91], [index idet=14]
3677 16102200 # [index ibit=92], [index idet=14]
3678 16616500 # [index ibit=93], [index idet=14]
3679 17130900 # [index ibit=94], [index idet=14]
3680 17645200 # [index ibit=95], [index idet=14]
3681 18159600 # [index ibit=96], [index idet=14]
3682 18673900 # [index ibit=97], [index idet=14]
3683 19188300 # [index ibit=98], [index idet=14]
3684 19702700 # [index ibit=99], [index idet=14]
3685 20474200 # [index ibit=100], [index idet=14]
3686 21502900 # [index ibit=101], [index idet=14]
3687 22531600 # [index ibit=102], [index idet=14]
3688 23560300 # [index ibit=103], [index idet=14]
3689 24589000 # [index ibit=104], [index idet=14]
3690 25617700 # [index ibit=105], [index idet=14]
3691 26646400 # [index ibit=106], [index idet=14]
3692 27675100 # [index ibit=107], [index idet=14]
3693 28703800 # [index ibit=108], [index idet=14]
3694 29732600 # [index ibit=109], [index idet=14]
3695 30761300 # [index ibit=110], [index idet=14]
3696 31790000 # [index ibit=111], [index idet=14]
3697 32818700 # [index ibit=112], [index idet=14]
3698 33847400 # [index ibit=113], [index idet=14]
3699 34876100 # [index ibit=114], [index idet=14]
3700 35904800 # [index ibit=115], [index idet=14]
3701 36933500 # [index ibit=116], [index idet=14]
3702 37962200 # [index ibit=117], [index idet=14]
3703 38990900 # [index ibit=118], [index idet=14]
3704 40019600 # [index ibit=119], [index idet=14]
3705 41048300 # [index ibit=120], [index idet=14]
3706 42591400 # [index ibit=121], [index idet=14]
3707 44648800 # [index ibit=122], [index idet=14]
3708 46706200 # [index ibit=123], [index idet=14]
3709 48763600 # [index ibit=124], [index idet=14]
3710 50821100 # [index ibit=125], [index idet=14]
3711 52878500 # [index ibit=126], [index idet=14]
3712 54935900 # [index ibit=127], [index idet=14]
3713 49960900 # [index ibit=128], [index idet=14]
3714 52008200 # [index ibit=129], [index idet=14]
3715 54055500 # [index ibit=130], [index idet=14]
3716 56102700 # [index ibit=131], [index idet=14]
3717 58150000 # [index ibit=132], [index idet=14]
3718 60197299 # [index ibit=133], [index idet=14]
3719 62244600 # [index ibit=134], [index idet=14]
3720 64291899 # [index ibit=135], [index idet=14]
3721 66339100 # [index ibit=136], [index idet=14]
3722 68386400 # [index ibit=137], [index idet=14]
3723 70433700 # [index ibit=138], [index idet=14]
3724 72481000 # [index ibit=139], [index idet=14]
3725 74528300 # [index ibit=140], [index idet=14]
3726 76575500 # [index ibit=141], [index idet=14]
3727 78622800 # [index ibit=142], [index idet=14]
3728 80670100 # [index ibit=143], [index idet=14]
3729 83741000 # [index ibit=144], [index idet=14]
3730 87835600 # [index ibit=145], [index idet=14]
3731 91930100 # [index ibit=146], [index idet=14]
3732 96024700 # [index ibit=147], [index idet=14]
3733 100119000 # [index ibit=148], [index idet=14]
3734 104214000 # [index ibit=149], [index idet=14]
3735 108308000 # [index ibit=150], [index idet=14]
3736 112403000 # [index ibit=151], [index idet=14]
3737 116497000 # [index ibit=152], [index idet=14]
3738 120592000 # [index ibit=153], [index idet=14]
3739 124687000 # [index ibit=154], [index idet=14]
3740 128781000 # [index ibit=155], [index idet=14]
3741 132876000 # [index ibit=156], [index idet=14]
3742 136970000 # [index ibit=157], [index idet=14]
3743 141065000 # [index ibit=158], [index idet=14]
3744 145159000 # [index ibit=159], [index idet=14]
3745 149254000 # [index ibit=160], [index idet=14]
3746 153349000 # [index ibit=161], [index idet=14]
3747 157443000 # [index ibit=162], [index idet=14]
3748 161538000 # [index ibit=163], [index idet=14]
3749 167679000 # [index ibit=164], [index idet=14]
3750 175869000 # [index ibit=165], [index idet=14]
3751 184058000 # [index ibit=166], [index idet=14]
3752 192247000 # [index ibit=167], [index idet=14]
3753 200436000 # [index ibit=168], [index idet=14]
3754 208625000 # [index ibit=169], [index idet=14]
3755 216814000 # [index ibit=170], [index idet=14]
3756 225003000 # [index ibit=171], [index idet=14]
3757 233192000 # [index ibit=172], [index idet=14]
3758 241382000 # [index ibit=173], [index idet=14]
3759 249571000 # [index ibit=174], [index idet=14]
3760 257760000 # [index ibit=175], [index idet=14]
3761 265949000 # [index ibit=176], [index idet=14]
3762 274138000 # [index ibit=177], [index idet=14]
3763 282327000 # [index ibit=178], [index idet=14]
3764 290516000 # [index ibit=179], [index idet=14]
3765 298705000 # [index ibit=180], [index idet=14]
3766 306894000 # [index ibit=181], [index idet=14]
3767 315084000 # [index ibit=182], [index idet=14]
3768 323273000 # [index ibit=183], [index idet=14]
3769 331462000 # [index ibit=184], [index idet=14]
3770 343746000 # [index ibit=185], [index idet=14]
3771 360124000 # [index ibit=186], [index idet=14]
3772 376502000 # [index ibit=187], [index idet=14]
3773 392880000 # [index ibit=188], [index idet=14]
3774 409258000 # [index ibit=189], [index idet=14]
3775 425637000 # [index ibit=190], [index idet=14]
3776 442015000 # [index ibit=191], [index idet=14]
3777 411248000 # [index ibit=192], [index idet=14]
3778 427337000 # [index ibit=193], [index idet=14]
3779 443425000 # [index ibit=194], [index idet=14]
3780 459514000 # [index ibit=195], [index idet=14]
3781 475602000 # [index ibit=196], [index idet=14]
3782 491691000 # [index ibit=197], [index idet=14]
3783 507779000 # [index ibit=198], [index idet=14]
3784 523868000 # [index ibit=199], [index idet=14]
3785 539956000 # [index ibit=200], [index idet=14]
3786 556044000 # [index ibit=201], [index idet=14]
3787 572133000 # [index ibit=202], [index idet=14]
3788 588221000 # [index ibit=203], [index idet=14]
3789 604310000 # [index ibit=204], [index idet=14]
3790 620398000 # [index ibit=205], [index idet=14]
3791 636487000 # [index ibit=206], [index idet=14]
3792 652575000 # [index ibit=207], [index idet=14]
3793 676708000 # [index ibit=208], [index idet=14]
3794 708885000 # [index ibit=209], [index idet=14]
3795 741062000 # [index ibit=210], [index idet=14]
3796 773239000 # [index ibit=211], [index idet=14]
3797 805416000 # [index ibit=212], [index idet=14]
3798 837593000 # [index ibit=213], [index idet=14]
3799 869770000 # [index ibit=214], [index idet=14]
3800 901947000 # [index ibit=215], [index idet=14]
3801 934124000 # [index ibit=216], [index idet=14]
3802 966301000 # [index ibit=217], [index idet=14]
3803 998478000 # [index ibit=218], [index idet=14]
3804 1030650000 # [index ibit=219], [index idet=14]
3805 1062830000 # [index ibit=220], [index idet=14]
3806 1095010000 # [index ibit=221], [index idet=14]
3807 1127190000 # [index ibit=222], [index idet=14]
3808 1159360000 # [index ibit=223], [index idet=14]
3809 1191540000 # [index ibit=224], [index idet=14]
3810 1223720000 # [index ibit=225], [index idet=14]
3811 1255890000 # [index ibit=226], [index idet=14]
3812 1288070000 # [index ibit=227], [index idet=14]
3813 1336340000 # [index ibit=228], [index idet=14]
3814 1400690000 # [index ibit=229], [index idet=14]
3815 1465040000 # [index ibit=230], [index idet=14]
3816 1529400000 # [index ibit=231], [index idet=14]
3817 1593750000 # [index ibit=232], [index idet=14]
3818 1658110000 # [index ibit=233], [index idet=14]
3819 1722460000 # [index ibit=234], [index idet=14]
3820 1786810000 # [index ibit=235], [index idet=14]
3821 1851170000 # [index ibit=236], [index idet=14]
3822 1915520000 # [index ibit=237], [index idet=14]
3823 1979880000 # [index ibit=238], [index idet=14]
3824 2044230000 # [index ibit=239], [index idet=14]
3825 2108580000 # [index ibit=240], [index idet=14]
3826 -2147483648 # [index ibit=241], [index idet=14]
3827 -2147483648 # [index ibit=242], [index idet=14]
3828 -2147483648 # [index ibit=243], [index idet=14]
3829 -2147483648 # [index ibit=244], [index idet=14]
3830 -2147483648 # [index ibit=245], [index idet=14]
3831 -2147483648 # [index ibit=246], [index idet=14]
3832 -2147483648 # [index ibit=247], [index idet=14]
3833 -2147483648 # [index ibit=248], [index idet=14]
3834 -2147483648 # [index ibit=249], [index idet=14]
3835 -2147483648 # [index ibit=250], [index idet=14]
3836 -2147483648 # [index ibit=251], [index idet=14]
3837 -2147483648 # [index ibit=252], [index idet=14]
3838 -2147483648 # [index ibit=253], [index idet=14]
3839 -2147483648 # [index ibit=254], [index idet=14]
3840 -2147483648 # [index ibit=255], [index idet=14]
3841 10406 # [index ibit=0], [index idet=15]
3842 31220 # [index ibit=1], [index idet=15]
3843 52034 # [index ibit=2], [index idet=15]
3844 72848 # [index ibit=3], [index idet=15]
3845 93661 # [index ibit=4], [index idet=15]
3846 114475 # [index ibit=5], [index idet=15]
3847 135288 # [index ibit=6], [index idet=15]
3848 156102 # [index ibit=7], [index idet=15]
3849 176916 # [index ibit=8], [index idet=15]
3850 197729 # [index ibit=9], [index idet=15]
3851 218544 # [index ibit=10], [index idet=15]
3852 239357 # [index ibit=11], [index idet=15]
3853 260170 # [index ibit=12], [index idet=15]
3854 280984 # [index ibit=13], [index idet=15]
3855 301798 # [index ibit=14], [index idet=15]
3856 322611 # [index ibit=15], [index idet=15]
3857 353832 # [index ibit=16], [index idet=15]
3858 395459 # [index ibit=17], [index idet=15]
3859 437087 # [index ibit=18], [index idet=15]
3860 478714 # [index ibit=19], [index idet=15]
3861 520342 # [index ibit=20], [index idet=15]
3862 561969 # [index ibit=21], [index idet=15]
3863 603596 # [index ibit=22], [index idet=15]
3864 645222 # [index ibit=23], [index idet=15]
3865 686854 # [index ibit=24], [index idet=15]
3866 728480 # [index ibit=25], [index idet=15]
3867 770105 # [index ibit=26], [index idet=15]
3868 811731 # [index ibit=27], [index idet=15]
3869 853363 # [index ibit=28], [index idet=15]
3870 894988 # [index ibit=29], [index idet=15]
3871 936614 # [index ibit=30], [index idet=15]
3872 978246 # [index ibit=31], [index idet=15]
3873 1019872 # [index ibit=32], [index idet=15]
3874 1061497 # [index ibit=33], [index idet=15]
3875 1103123 # [index ibit=34], [index idet=15]
3876 1144755 # [index ibit=35], [index idet=15]
3877 1207193 # [index ibit=36], [index idet=15]
3878 1290451 # [index ibit=37], [index idet=15]
3879 1373702 # [index ibit=38], [index idet=15]
3880 1456960 # [index ibit=39], [index idet=15]
3881 1540211 # [index ibit=40], [index idet=15]
3882 1623468 # [index ibit=41], [index idet=15]
3883 1706720 # [index ibit=42], [index idet=15]
3884 1789977 # [index ibit=43], [index idet=15]
3885 1873228 # [index ibit=44], [index idet=15]
3886 1956486 # [index ibit=45], [index idet=15]
3887 2039744 # [index ibit=46], [index idet=15]
3888 2122995 # [index ibit=47], [index idet=15]
3889 2206252 # [index ibit=48], [index idet=15]
3890 2289504 # [index ibit=49], [index idet=15]
3891 2372761 # [index ibit=50], [index idet=15]
3892 2456012 # [index ibit=51], [index idet=15]
3893 2539270 # [index ibit=52], [index idet=15]
3894 2622521 # [index ibit=53], [index idet=15]
3895 2705779 # [index ibit=54], [index idet=15]
3896 2789036 # [index ibit=55], [index idet=15]
3897 2872288 # [index ibit=56], [index idet=15]
3898 2997171 # [index ibit=57], [index idet=15]
3899 3163680 # [index ibit=58], [index idet=15]
3900 3330188 # [index ibit=59], [index idet=15]
3901 3496697 # [index ibit=60], [index idet=15]
3902 3663206 # [index ibit=61], [index idet=15]
3903 3829715 # [index ibit=62], [index idet=15]
3904 3996230 # [index ibit=63], [index idet=15]
3905 3639372 # [index ibit=64], [index idet=15]
3906 3803961 # [index ibit=65], [index idet=15]
3907 3968556 # [index ibit=66], [index idet=15]
3908 4133152 # [index ibit=67], [index idet=15]
3909 4297747 # [index ibit=68], [index idet=15]
3910 4462336 # [index ibit=69], [index idet=15]
3911 4626931 # [index ibit=70], [index idet=15]
3912 4791526 # [index ibit=71], [index idet=15]
3913 4956115 # [index ibit=72], [index idet=15]
3914 5120710 # [index ibit=73], [index idet=15]
3915 5285305 # [index ibit=74], [index idet=15]
3916 5449894 # [index ibit=75], [index idet=15]
3917 5614489 # [index ibit=76], [index idet=15]
3918 5779084 # [index ibit=77], [index idet=15]
3919 5943673 # [index ibit=78], [index idet=15]
3920 6108268 # [index ibit=79], [index idet=15]
3921 6355161 # [index ibit=80], [index idet=15]
3922 6684352 # [index ibit=81], [index idet=15]
3923 7013503 # [index ibit=82], [index idet=15]
3924 7342719 # [index ibit=83], [index idet=15]
3925 7671872 # [index ibit=84], [index idet=15]
3926 8001088 # [index ibit=85], [index idet=15]
3927 8330304 # [index ibit=86], [index idet=15]
3928 8659456 # [index ibit=87], [index idet=15]
3929 8988672 # [index ibit=88], [index idet=15]
3930 9317824 # [index ibit=89], [index idet=15]
3931 9647040 # [index ibit=90], [index idet=15]
3932 9976192 # [index ibit=91], [index idet=15]
3933 10305408 # [index ibit=92], [index idet=15]
3934 10634560 # [index ibit=93], [index idet=15]
3935 10963776 # [index ibit=94], [index idet=15]
3936 11292928 # [index ibit=95], [index idet=15]
3937 11622144 # [index ibit=96], [index idet=15]
3938 11951296 # [index ibit=97], [index idet=15]
3939 12280511 # [index ibit=98], [index idet=15]
3940 12609728 # [index ibit=99], [index idet=15]
3941 13103488 # [index ibit=100], [index idet=15]
3942 13761856 # [index ibit=101], [index idet=15]
3943 14420223 # [index ibit=102], [index idet=15]
3944 15078592 # [index ibit=103], [index idet=15]
3945 15736960 # [index ibit=104], [index idet=15]
3946 16395328 # [index ibit=105], [index idet=15]
3947 17053696 # [index ibit=106], [index idet=15]
3948 17712064 # [index ibit=107], [index idet=15]
3949 18370432 # [index ibit=108], [index idet=15]
3950 19028864 # [index ibit=109], [index idet=15]
3951 19687232 # [index ibit=110], [index idet=15]
3952 20345600 # [index ibit=111], [index idet=15]
3953 21003968 # [index ibit=112], [index idet=15]
3954 21662336 # [index ibit=113], [index idet=15]
3955 22320704 # [index ibit=114], [index idet=15]
3956 22979072 # [index ibit=115], [index idet=15]
3957 23637440 # [index ibit=116], [index idet=15]
3958 24295807 # [index ibit=117], [index idet=15]
3959 24954176 # [index ibit=118], [index idet=15]
3960 25612544 # [index ibit=119], [index idet=15]
3961 26270912 # [index ibit=120], [index idet=15]
3962 27258496 # [index ibit=121], [index idet=15]
3963 28575232 # [index ibit=122], [index idet=15]
3964 29891968 # [index ibit=123], [index idet=15]
3965 31208703 # [index ibit=124], [index idet=15]
3966 32525504 # [index ibit=125], [index idet=15]
3967 33842240 # [index ibit=126], [index idet=15]
3968 35158976 # [index ibit=127], [index idet=15]
3969 31974976 # [index ibit=128], [index idet=15]
3970 33285247 # [index ibit=129], [index idet=15]
3971 34595520 # [index ibit=130], [index idet=15]
3972 35905728 # [index ibit=131], [index idet=15]
3973 37216000 # [index ibit=132], [index idet=15]
3974 38526272 # [index ibit=133], [index idet=15]
3975 39836544 # [index ibit=134], [index idet=15]
3976 41146816 # [index ibit=135], [index idet=15]
3977 42457024 # [index ibit=136], [index idet=15]
3978 43767296 # [index ibit=137], [index idet=15]
3979 45077568 # [index ibit=138], [index idet=15]
3980 46387840 # [index ibit=139], [index idet=15]
3981 47698112 # [index ibit=140], [index idet=15]
3982 49008320 # [index ibit=141], [index idet=15]
3983 50318592 # [index ibit=142], [index idet=15]
3984 51628864 # [index ibit=143], [index idet=15]
3985 53594240 # [index ibit=144], [index idet=15]
3986 56214784 # [index ibit=145], [index idet=15]
3987 58835264 # [index ibit=146], [index idet=15]
3988 61455808 # [index ibit=147], [index idet=15]
3989 64076160 # [index ibit=148], [index idet=15]
3990 66696960 # [index ibit=149], [index idet=15]
3991 69317120 # [index ibit=150], [index idet=15]
3992 71937920 # [index ibit=151], [index idet=15]
3993 74558080 # [index ibit=152], [index idet=15]
3994 77178880 # [index ibit=153], [index idet=15]
3995 79799680 # [index ibit=154], [index idet=15]
3996 82419840 # [index ibit=155], [index idet=15]
3997 85040640 # [index ibit=156], [index idet=15]
3998 87660800 # [index ibit=157], [index idet=15]
3999 90281600 # [index ibit=158], [index idet=15]
4000 92901760 # [index ibit=159], [index idet=15]
4001 95522560 # [index ibit=160], [index idet=15]
4002 98143360 # [index ibit=161], [index idet=15]
4003 100763519 # [index ibit=162], [index idet=15]
4004 103384319 # [index ibit=163], [index idet=15]
4005 107314560 # [index ibit=164], [index idet=15]
4006 112556160 # [index ibit=165], [index idet=15]
4007 117797120 # [index ibit=166], [index idet=15]
4008 123038080 # [index ibit=167], [index idet=15]
4009 128279039 # [index ibit=168], [index idet=15]
4010 133520000 # [index ibit=169], [index idet=15]
4011 138760960 # [index ibit=170], [index idet=15]
4012 144001920 # [index ibit=171], [index idet=15]
4013 149242880 # [index ibit=172], [index idet=15]
4014 154484480 # [index ibit=173], [index idet=15]
4015 159725440 # [index ibit=174], [index idet=15]
4016 164966400 # [index ibit=175], [index idet=15]
4017 170207360 # [index ibit=176], [index idet=15]
4018 175448320 # [index ibit=177], [index idet=15]
4019 180689280 # [index ibit=178], [index idet=15]
4020 185930240 # [index ibit=179], [index idet=15]
4021 191171200 # [index ibit=180], [index idet=15]
4022 196412160 # [index ibit=181], [index idet=15]
4023 201653760 # [index ibit=182], [index idet=15]
4024 206894720 # [index ibit=183], [index idet=15]
4025 212135680 # [index ibit=184], [index idet=15]
4026 219997440 # [index ibit=185], [index idet=15]
4027 230479360 # [index ibit=186], [index idet=15]
4028 240961279 # [index ibit=187], [index idet=15]
4029 251443200 # [index ibit=188], [index idet=15]
4030 261925120 # [index ibit=189], [index idet=15]
4031 272407680 # [index ibit=190], [index idet=15]
4032 282889600 # [index ibit=191], [index idet=15]
4033 263198720 # [index ibit=192], [index idet=15]
4034 273495680 # [index ibit=193], [index idet=15]
4035 283792000 # [index ibit=194], [index idet=15]
4036 294088960 # [index ibit=195], [index idet=15]
4037 304385280 # [index ibit=196], [index idet=15]
4038 314682240 # [index ibit=197], [index idet=15]
4039 324978560 # [index ibit=198], [index idet=15]
4040 335275520 # [index ibit=199], [index idet=15]
4041 345571840 # [index ibit=200], [index idet=15]
4042 355868160 # [index ibit=201], [index idet=15]
4043 366165120 # [index ibit=202], [index idet=15]
4044 376461440 # [index ibit=203], [index idet=15]
4045 386758400 # [index ibit=204], [index idet=15]
4046 397054720 # [index ibit=205], [index idet=15]
4047 407351680 # [index ibit=206], [index idet=15]
4048 417648000 # [index ibit=207], [index idet=15]
4049 433093120 # [index ibit=208], [index idet=15]
4050 453686400 # [index ibit=209], [index idet=15]
4051 474279680 # [index ibit=210], [index idet=15]
4052 494872959 # [index ibit=211], [index idet=15]
4053 515466240 # [index ibit=212], [index idet=15]
4054 536059520 # [index ibit=213], [index idet=15]
4055 556652800 # [index ibit=214], [index idet=15]
4056 577246080 # [index ibit=215], [index idet=15]
4057 597839360 # [index ibit=216], [index idet=15]
4058 618432640 # [index ibit=217], [index idet=15]
4059 639025920 # [index ibit=218], [index idet=15]
4060 659616000 # [index ibit=219], [index idet=15]
4061 680211200 # [index ibit=220], [index idet=15]
4062 700806400 # [index ibit=221], [index idet=15]
4063 721401600 # [index ibit=222], [index idet=15]
4064 741990400 # [index ibit=223], [index idet=15]
4065 762585600 # [index ibit=224], [index idet=15]
4066 783180800 # [index ibit=225], [index idet=15]
4067 803769600 # [index ibit=226], [index idet=15]
4068 824364800 # [index ibit=227], [index idet=15]
4069 855257600 # [index ibit=228], [index idet=15]
4070 896441600 # [index ibit=229], [index idet=15]
4071 937625600 # [index ibit=230], [index idet=15]
4072 978816000 # [index ibit=231], [index idet=15]
4073 1020000000 # [index ibit=232], [index idet=15]
4074 1061190400 # [index ibit=233], [index idet=15]
4075 1102374400 # [index ibit=234], [index idet=15]
4076 1143558400 # [index ibit=235], [index idet=15]
4077 1184748800 # [index ibit=236], [index idet=15]
4078 1225932800 # [index ibit=237], [index idet=15]
4079 1267123200 # [index ibit=238], [index idet=15]
4080 1308307200 # [index ibit=239], [index idet=15]
4081 1349491200 # [index ibit=240], [index idet=15]
4082 1390681600 # [index ibit=241], [index idet=15]
4083 1431865600 # [index ibit=242], [index idet=15]
4084 1473056000 # [index ibit=243], [index idet=15]
4085 1514240000 # [index ibit=244], [index idet=15]
4086 1555424000 # [index ibit=245], [index idet=15]
4087 1596614400 # [index ibit=246], [index idet=15]
4088 1637798400 # [index ibit=247], [index idet=15]
4089 1678988800 # [index ibit=248], [index idet=15]
4090 1740768000 # [index ibit=249], [index idet=15]
4091 1823136000 # [index ibit=250], [index idet=15]
4092 1905510400 # [index ibit=251], [index idet=15]
4093 1987884800 # [index ibit=252], [index idet=15]
4094 2070259200 # [index ibit=253], [index idet=15]
4095 -2147483648 # [index ibit=254], [index idet=15]
4096 -2147483648 # [index ibit=255], [index idet=15]
4097 4878 # [index ibit=0], [index idet=16]
4098 14634 # [index ibit=1], [index idet=16]
4099 24391 # [index ibit=2], [index idet=16]
4100 34147 # [index ibit=3], [index idet=16]
4101 43903 # [index ibit=4], [index idet=16]
4102 53660 # [index ibit=5], [index idet=16]
4103 63416 # [index ibit=6], [index idet=16]
4104 73173 # [index ibit=7], [index idet=16]
4105 82929 # [index ibit=8], [index idet=16]
4106 92685 # [index ibit=9], [index idet=16]
4107 102442 # [index ibit=10], [index idet=16]
4108 112198 # [index ibit=11], [index idet=16]
4109 121955 # [index ibit=12], [index idet=16]
4110 131711 # [index ibit=13], [index idet=16]
4111 141468 # [index ibit=14], [index idet=16]
4112 151224 # [index ibit=15], [index idet=16]
4113 165859 # [index ibit=16], [index idet=16]
4114 185371 # [index ibit=17], [index idet=16]
4115 204884 # [index ibit=18], [index idet=16]
4116 224397 # [index ibit=19], [index idet=16]
4117 243910 # [index ibit=20], [index idet=16]
4118 263423 # [index ibit=21], [index idet=16]
4119 282936 # [index ibit=22], [index idet=16]
4120 302448 # [index ibit=23], [index idet=16]
4121 321963 # [index ibit=24], [index idet=16]
4122 341475 # [index ibit=25], [index idet=16]
4123 360986 # [index ibit=26], [index idet=16]
4124 380499 # [index ibit=27], [index idet=16]
4125 400013 # [index ibit=28], [index idet=16]
4126 419526 # [index ibit=29], [index idet=16]
4127 439037 # [index ibit=30], [index idet=16]
4128 458553 # [index ibit=31], [index idet=16]
4129 478064 # [index ibit=32], [index idet=16]
4130 497577 # [index ibit=33], [index idet=16]
4131 517089 # [index ibit=34], [index idet=16]
4132 536604 # [index ibit=35], [index idet=16]
4133 565872 # [index ibit=36], [index idet=16]
4134 604899 # [index ibit=37], [index idet=16]
4135 643922 # [index ibit=38], [index idet=16]
4136 682950 # [index ibit=39], [index idet=16]
4137 721973 # [index ibit=40], [index idet=16]
4138 761001 # [index ibit=41], [index idet=16]
4139 800025 # [index ibit=42], [index idet=16]
4140 839052 # [index ibit=43], [index idet=16]
4141 878075 # [index ibit=44], [index idet=16]
4142 917103 # [index ibit=45], [index idet=16]
4143 956129 # [index ibit=46], [index idet=16]
4144 995154 # [index ibit=47], [index idet=16]
4145 1034181 # [index ibit=48], [index idet=16]
4146 1073205 # [index ibit=49], [index idet=16]
4147 1112232 # [index ibit=50], [index idet=16]
4148 1151256 # [index ibit=51], [index idet=16]
4149 1190283 # [index ibit=52], [index idet=16]
4150 1229307 # [index ibit=53], [index idet=16]
4151 1268334 # [index ibit=54], [index idet=16]
4152 1307361 # [index ibit=55], [index idet=16]
4153 1346385 # [index ibit=56], [index idet=16]
4154 1404924 # [index ibit=57], [index idet=16]
4155 1482974 # [index ibit=58], [index idet=16]
4156 1561026 # [index ibit=59], [index idet=16]
4157 1639077 # [index ibit=60], [index idet=16]
4158 1717127 # [index ibit=61], [index idet=16]
4159 1795179 # [index ibit=62], [index idet=16]
4160 1873233 # [index ibit=63], [index idet=16]
4161 1705956 # [index ibit=64], [index idet=16]
4162 1783107 # [index ibit=65], [index idet=16]
